Tile_+050_+039_L19_0000010t3.fbx,5049.75,3899.66,5100.34,3950.25
Tile_+050_+039_L19_0000020t3.fbx,4999.66,3949.75,5050.25,4000.34
Tile_+050_+039_L19_0000030t3.fbx,5049.75,3949.75,5100.34,4000.34
Tile_+051_+034_L19_0000000t3.fbx,5099.66,3399.66,5150.25,3450.25
Tile_+051_+034_L19_0000010t3.fbx,5149.75,3399.66,5200.34,3450.25
Tile_+051_+034_L19_0000020t4.fbx,5099.66,3449.75,5150.25,3500.34
Tile_+051_+034_L19_0000030t4.fbx,5149.75,3449.75,5200.34,3500.34
Tile_+051_+035_L19_0000000t2.fbx,5112.47,3530.16,5180.77,3600.34
Tile_+051_+035_L19_0000010t3.fbx,5103.13,3529.17,5168.91,3600.34
Tile_+051_+035_L19_0000100t2.fbx,5099.66,3530.41,5157.65,3600.34
Tile_+051_+035_L19_0000110t4.fbx,5099.66,3499.66,5150.25,3550.25
Tile_+051_+035_L19_0000120t3.fbx,5149.75,3499.66,5200.34,3550.25
Tile_+051_+035_L19_0000130t4.fbx,5099.66,3549.75,5150.25,3600.34
Tile_+051_+035_L19_0000140t3.fbx,5149.75,3549.75,5200.34,3600.34
Tile_+051_+036_L19_0000000t3.fbx,5099.66,3599.66,5150.25,3650.25
Tile_+051_+036_L19_0000010t3.fbx,5149.75,3599.66,5200.34,3650.25
Tile_+051_+036_L19_0000020t3.fbx,5099.66,3649.75,5150.25,3700.34
Tile_+051_+036_L19_0000030t3.fbx,5149.75,3649.75,5200.36,3700.34
Tile_+051_+037_L19_0000000t3.fbx,5099.66,3699.63,5150.25,3750.25
Tile_+051_+037_L19_0000010t3.fbx,5149.75,3699.66,5200.34,3750.25
Tile_+051_+037_L19_0000020t3.fbx,5099.66,3749.75,5150.25,3800.35
Tile_+051_+037_L19_0000030t3.fbx,5149.75,3749.75,5200.34,3800.34
Tile_+051_+038_L19_0000000.fbx,5149.75,3799.66,5193.14,3860.51
Tile_+051_+038_L19_0000010t2.fbx,5099.66,3799.7,5150.25,3847.8
Tile_+051_+038_L19_0000020.fbx,5099.66,3847.3,5150.25,3895.23
Tile_+051_+038_L19_0000030t3.fbx,5099.66,3799.66,5150.25,3850.25
Tile_+051_+038_L19_0000040t3.fbx,5149.75,3799.66,5200.34,3850.25
Tile_+051_+038_L19_0000050t6.fbx,5099.66,3849.75,5150.25,3900.34
Tile_+051_+038_L19_0000060t6.fbx,5149.75,3849.75,5200.34,3900.34
Tile_+051_+039_L19_0000000t3.fbx,5099.66,3899.66,5150.25,3950.25
Tile_+051_+039_L19_0000010t3.fbx,5149.75,3899.66,5200.34,3950.25
Tile_+051_+039_L19_0000020t3.fbx,5099.66,3949.75,5150.25,4000.34
Tile_+051_+039_L19_0000030t3.fbx,5149.75,3949.75,5200.34,4000.34
Tile_+052_+033_L19_0000000t3.fbx,5199.66,3299.66,5250.25,3350.25
Tile_+052_+033_L19_0000010t3.fbx,5249.75,3299.66,5300.34,3350.25
Tile_+052_+033_L19_0000020t3.fbx,5199.66,3349.75,5250.25,3400.34
Tile_+052_+033_L19_0000030t3.fbx,5249.75,3349.75,5300.34,3400.34
Tile_+052_+034_L19_0000000t3.fbx,5199.66,3399.66,5250.25,3450.25
Tile_+052_+034_L19_0000010t3.fbx,5249.75,3399.66,5300.34,3450.25
Tile_+052_+034_L19_0000020t3.fbx,5199.66,3449.75,5250.25,3500.34
Tile_+052_+034_L19_0000030t3.fbx,5249.75,3449.75,5300.34,3500.34
Tile_+052_+035_L19_0000000t3.fbx,5199.66,3499.66,5250.25,3550.25
Tile_+052_+035_L19_0000010t3.fbx,5249.75,3499.66,5300.34,3550.25
Tile_+052_+035_L19_0000020t3.fbx,5199.66,3549.75,5250.25,3600.34
Tile_+052_+035_L19_0000030t3.fbx,5249.75,3549.75,5300.34,3600.34
Tile_+052_+036_L19_0000000t3.fbx,5199.66,3599.66,5250.25,3650.25
Tile_+052_+036_L19_0000010t3.fbx,5249.75,3599.66,5300.34,3650.25
Tile_+052_+036_L19_0000020t3.fbx,5199.66,3649.75,5250.25,3700.34
Tile_+052_+036_L19_0000030t3.fbx,5249.75,3649.75,5300.34,3700.34
Tile_+052_+037_L19_0000000t3.fbx,5246.15,3699.66,5284.21,3773.51
Tile_+052_+037_L19_0000010t3.fbx,5242.1,3699.66,5297.43,3764.49
Tile_+052_+037_L19_0000100t4.fbx,5239.74,3699.66,5300.34,3776.15
Tile_+052_+037_L19_0000110t4.fbx,5199.66,3699.66,5250.25,3750.25
Tile_+052_+037_L19_0000120t6.fbx,5249.75,3699.66,5300.34,3750.25
Tile_+052_+037_L19_0000130t3.fbx,5199.66,3749.75,5250.25,3800.34
Tile_+052_+037_L19_0000140t4.fbx,5249.75,3749.75,5300.34,3800.34
Tile_+052_+038_L19_0000000t3.fbx,5225.65,3851.79,5286.22,3900.34
Tile_+052_+038_L19_0000010t5.fbx,5199.66,3827.06,5250.25,3893.46
Tile_+052_+038_L19_0000020.fbx,5249.75,3827.06,5300.34,3899.25
Tile_+052_+038_L19_0000100t2.fbx,5199.66,3801.76,5250.25,3842.63
Tile_+052_+038_L19_0000110.fbx,5249.75,3799.66,5300.34,3846.85
Tile_+052_+038_L19_0000120.fbx,5282.65,3846.35,5300.34,3873.96
Tile_+052_+038_L19_0000130t6.fbx,5199.66,3799.66,5250.25,3850.25
Tile_+052_+038_L19_0000140t4.fbx,5249.75,3799.66,5300.34,3850.25
Tile_+052_+038_L19_0000150t4.fbx,5199.66,3849.75,5250.25,3900.34
Tile_+052_+038_L19_0000160t3.fbx,5249.75,3849.75,5300.34,3900.34
Tile_+053_+033_L19_0000000t3.fbx,5299.66,3299.66,5350.25,3350.25
Tile_+053_+033_L19_0000010t3.fbx,5349.75,3299.66,5400.34,3350.25
Tile_+053_+033_L19_0000020t3.fbx,5299.66,3349.75,5350.25,3400.34
Tile_+053_+033_L19_0000030t3.fbx,5349.75,3349.75,5400.34,3400.34
Tile_+053_+034_L19_0000000t3.fbx,5299.66,3399.66,5350.25,3450.25
Tile_+053_+034_L19_0000010t3.fbx,5349.75,3399.66,5400.34,3450.25
Tile_+053_+034_L19_0000020t3.fbx,5299.66,3449.75,5350.25,3500.34
Tile_+053_+034_L19_0000030t4.fbx,5349.75,3449.75,5400.34,3500.34
Tile_+053_+035_L19_0000000t3.fbx,5299.66,3499.66,5350.25,3550.25
Tile_+053_+035_L19_0000010t3.fbx,5349.75,3499.66,5400.34,3550.25
Tile_+053_+035_L19_0000020t3.fbx,5299.66,3549.75,5350.25,3600.34
Tile_+053_+035_L19_0000030t3.fbx,5349.75,3549.75,5400.34,3600.34
Tile_+053_+036_L19_0000000t3.fbx,5299.66,3599.66,5350.25,3650.25
Tile_+053_+036_L19_0000010t3.fbx,5349.75,3599.66,5400.34,3650.25
Tile_+053_+036_L19_0000020t3.fbx,5299.66,3649.75,5350.25,3700.34
Tile_+053_+036_L19_0000030t3.fbx,5349.75,3649.75,5400.34,3700.34
Tile_+053_+037_L19_0000000t1.fbx,5382.93,3699.66,5400.34,3750.25
Tile_+053_+037_L19_0000010.fbx,5398.42,3749.75,5400.34,3800.34
Tile_+053_+037_L19_0000020t3.fbx,5299.66,3699.66,5350.25,3750.25
Tile_+053_+037_L19_0000030t4.fbx,5349.75,3699.66,5400.34,3750.25
Tile_+053_+037_L19_0000040t3.fbx,5299.66,3749.75,5350.25,3800.34
Tile_+053_+037_L19_0000050t4.fbx,5349.75,3749.75,5400.34,3800.34
Tile_+053_+038_L19_0000000t3.fbx,5299.66,3799.66,5350.25,3850.25
Tile_+053_+038_L19_0000010t3.fbx,5349.75,3799.66,5400.34,3850.25
Tile_+053_+038_L19_0000020t3.fbx,5299.59,3849.75,5350.25,3900.34
Tile_+053_+038_L19_0000030t3.fbx,5349.75,3849.75,5400.34,3900.34
Tile_+054_+032_L19_0000000t3.fbx,5399.66,3199.66,5450.25,3250.25
Tile_+054_+032_L19_0000010t3.fbx,5449.75,3199.66,5500.34,3250.25
Tile_+054_+032_L19_0000020t3.fbx,5399.66,3249.75,5450.25,3300.34
Tile_+054_+032_L19_0000030t3.fbx,5449.75,3249.75,5500.34,3300.36
Tile_+054_+033_L19_0000000t1.fbx,5411.87,3387.8,5459.78,3400.34
Tile_+054_+033_L19_0000010t3.fbx,5399.66,3356.48,5444.32,3395.81
